"city","region","country_code","latitude","longitude","order_count","total_revenue","aov"
Győrladamér,Győr-Moson-Sopron,HU,47.7565,17.5622,2,68.94,34.47
Máriakálnok,Győr-Moson-Sopron,HU,47.8611,17.3251,2,60.33,30.17
Újrónafő,Győr-Moson-Sopron,HU,47.8093,17.2013,2,53.32,26.66
Kaba,Hajdú-Bihar,HU,47.35,21.2833,2,167.46,83.73
Csökmő,Hajdú-Bihar,HU,47.0333,21.3,2,50.05,25.02
Mikepércs,Hajdú-Bihar,HU,47.45,21.6333,2,122.56,61.28
Nyíracsád,Hajdú-Bihar,HU,47.6033,21.9721,2,52.28,26.14
Sárrétudvari,Hajdú-Bihar,HU,47.2333,21.2,2,26.96,13.48
Boconád,Heves,HU,47.6333,20.2,2,46.06,23.03
Gyöngyöstarján,Heves,HU,47.8137,19.8672,2,36.77,18.39
Noszvaj,Heves,HU,47.9333,20.4833,2,121.97,60.98
Novaj,Heves,HU,47.85,20.4833,2,53.58,26.79
Parád,Heves,HU,47.9232,20.0297,2,70.99,35.49
Kápolna,Heves,HU,47.7667,20.25,2,54.49,27.24
Verpelét,Heves,HU,47.85,20.2333,2,52.07,26.03
Szűcsi,Heves,HU,47.8,19.7667,2,53.14,26.57
Apc,Heves,HU,47.7942,19.6943,2,46.71,23.36
Gyöngyösoroszi,Heves,HU,47.8273,19.8917,2,77.28,38.64
Aldebrő,Heves,HU,47.8,20.2333,2,68.14,34.07
Mikófalva,Heves,HU,48.05,20.3167,2,62.95,31.48
Nagyfüged,Heves,HU,47.6833,20.1167,2,55.34,27.67
Kompolt,Heves,HU,47.7333,20.25,2,76.61,38.31
Hrušovany nad Jevišovkou,Jihomoravský kraj,CZ,48.8290059,16.3986428,2,56.5,28.25
Břežany,Jihomoravský kraj,CZ,48.8698479,16.3435081,2,32.71,16.35
Holubice,Jihomoravský kraj,CZ,49.1762124,16.8149617,2,32.09,16.04
Drnovice,Jihomoravský kraj,CZ,49.4689399,16.5379962,2,91.1,45.55
Prušánky,Jihomoravský kraj,CZ,48.832402,16.9855668,2,65.29,32.64
Žerotice,Jihomoravský kraj,CZ,48.9338685,16.1562261,2,148.13,74.06
Rakvice,Jihomoravský kraj,CZ,48.8581715,16.8157496,2,124.23,62.12
Nosislav,Jihomoravský kraj,CZ,49.0125427,16.6588006,2,59.84,29.92
Nesovice,Jihomoravský kraj,CZ,49.1495788,17.112673,2,81.1,40.55
Blatnice pod Svatým Antonínkem,Jihomoravský kraj,CZ,48.9384639,17.4912376,2,31.33,15.67
Křtiny,Jihomoravský kraj,CZ,49.2930284,16.7606645,2,189.29,94.65
Brno,Jihomoravský kraj,CZ,49.1778675,16.5286195,2,100.43,50.22
Jevišovice,Jihomoravský kraj,CZ,48.9878787,16.0012371,2,120.32,60.16
Moutnice,Jihomoravský kraj,CZ,49.0503198,16.7366289,2,123.9,61.95
Tvarožná,Jihomoravský kraj,CZ,49.1942124,16.7653085,2,100.16,50.08
Vranov nad Dyjí,Jihomoravský kraj,CZ,48.8997244,15.8116103,2,146.65,73.33
Brumovice,Jihomoravský kraj,CZ,48.9626935,16.8961322,2,54.22,27.11
Slup,Jihomoravský kraj,CZ,48.7841074,16.2201739,2,117.78,58.89
Tasovice,Jihomoravský kraj,CZ,48.8364849,16.1578794,2,193.56,96.78
Vranovice,Jihomoravský kraj,CZ,48.9669224,16.6050802,2,75.28,37.64
Hrušky,Jihomoravský kraj,CZ,48.7920773,16.9717739,2,106.16,53.08
Pasohlávky,Jihomoravský kraj,CZ,48.9021958,16.5491465,2,77.1,38.55
Říčany,Jihomoravský kraj,CZ,49.2153255,16.3924384,2,121.04,60.52
Kovalovice,Jihomoravský kraj,CZ,49.2097553,16.8213744,2,78.31,39.16
Ždánice,Jihomoravský kraj,CZ,49.0675914,17.0283902,2,38.45,19.23
Ochoz u Brna,Jihomoravský kraj,CZ,49.2536615,16.7397666,2,72.39,36.19
Maňová,Jihomoravský kraj,CZ,49.4149524,16.3371125,2,54.38,27.19
Lechovice,Jihomoravský kraj,CZ,48.8736157,16.2224475,2,201.44,100.72
Ořechov,Jihomoravský kraj,CZ,49.1121678,16.5190642,2,48.15,24.08
Hrádek,Jihomoravský kraj,CZ,48.7736933,16.2707167,2,46.1,23.05
Moravský Písek,Jihomoravský kraj,CZ,48.9865694,17.3267875,2,41.69,20.85
Deblín,Jihomoravský kraj,CZ,49.3195433,16.3459652,2,71.85,35.93
Dolní Dunajovice,Jihomoravský kraj,CZ,48.8533512,16.5912442,2,232.51,116.25
Hlohovec,Jihomoravský kraj,CZ,48.7752919,16.7666593,2,108.98,54.49
Dolní Bojanovice,Jihomoravský kraj,CZ,48.8590197,17.0263243,2,91.57,45.79
Luleč,Jihomoravský kraj,CZ,49.2533174,16.9192525,2,190.74,95.37
Sokolnice,Jihomoravský kraj,CZ,49.1159156,16.7209685,2,49.25,24.63
Pohořelice,Jihomoravský kraj,CZ,48.9721865,16.5282077,2,10.92,5.46
Kotvrdovice,Jihomoravský kraj,CZ,49.3543016,16.7845116,2,49.22,24.61
Hluboké Mašůvky,Jihomoravský kraj,CZ,48.9246122,16.0233627,2,94.67,47.34
Mutěnice,Jihomoravský kraj,CZ,48.9061488,17.028355,2,84.82,42.41
Javorník nad Veličkou,Jihomoravský kraj,CZ,48.8736022,17.5440252,2,74.18,37.09
Besednice,Jihočeský kraj,CZ,48.7879636,14.5551265,2,78.24,39.12
Sedlice,Jihočeský kraj,CZ,49.3760499,13.9381755,2,13.01,6.51
Křenovice u Dubného,Jihočeský kraj,CZ,48.9706919,14.3368028,2,65.39,32.69
Temelín,Jihočeský kraj,CZ,49.1952704,14.3447374,2,61.85,30.92
Myslkovice,Jihočeský kraj,CZ,49.2982552,14.7474625,2,43.45,21.72
Kocelovice,Jihočeský kraj,CZ,49.4748714,13.8051644,2,180.68,90.34
Vacov,Jihočeský kraj,CZ,49.1342009,13.7293442,2,29.09,14.55
Stádlec,Jihočeský kraj,CZ,49.3776253,14.4950139,2,51.47,25.74
Budeč,Jihočeský kraj,CZ,49.0870443,15.5883712,2,69.23,34.62
Číměř,Jihočeský kraj,CZ,49.0653868,15.0793863,2,127.3,63.65
Blatná,Jihočeský kraj,CZ,49.4258339,13.8903681,2,20.54,10.27
Dolní Bukovsko,Jihočeský kraj,CZ,49.1636131,14.5882676,2,86.74,43.37
Křemže,Jihočeský kraj,CZ,48.9076027,14.2948961,2,41.6,20.8
Kardašova Řečice,Jihočeský kraj,CZ,49.2090116,14.8631004,2,119.51,59.75
Kamenný Újezd,Jihočeský kraj,CZ,48.8952842,14.4493821,2,107.18,53.59
Chvalšiny,Jihočeský kraj,CZ,48.8544079,14.2099114,2,141.69,70.84
Jászalsószentgyörgy,Jász-Nagykun-Szolnok,HU,47.3667,20.1,2,38.22,19.11
Kenderes,Jász-Nagykun-Szolnok,HU,47.25,20.6833,2,74.62,37.31
Szelevény,Jász-Nagykun-Szolnok,HU,46.8026,20.2028,2,52.03,26.01
Szászberek,Jász-Nagykun-Szolnok,HU,47.3167,20.1,2,50.17,25.09
Kengyel,Jász-Nagykun-Szolnok,HU,47.0833,20.3333,2,50.08,25.04
Vezseny,Jász-Nagykun-Szolnok,HU,47.0333,20.2167,2,75.22,37.61
Kunmadaras,Jász-Nagykun-Szolnok,HU,47.4333,20.8,2,70.43,35.22
Kunhegyes,Jász-Nagykun-Szolnok,HU,47.3667,20.6333,2,46.62,23.31
Jászszentandrás,Jász-Nagykun-Szolnok,HU,47.5833,20.1833,2,68.09,34.05
Alattyán,Jász-Nagykun-Szolnok,HU,47.4271,20.0422,2,70.88,35.44
Loket,Karlovarský kraj,CZ,50.188271,12.7524017,2,101.92,50.96
Nové Sedlo,Karlovarský kraj,CZ,50.206919,12.735817,2,51.63,25.82
Luby,Karlovarský kraj,CZ,50.2537105,12.4030388,2,60.06,30.03
Kyselka,Karlovarský kraj,CZ,50.2570495,12.9857504,2,148.08,74.04
Dolní Rychnov,Karlovarský kraj,CZ,50.163439,12.6458257,2,213.88,106.94
Réde,Komárom-Esztergom,HU,47.4298,17.9138,2,95.63,47.82
Tarján,Komárom-Esztergom,HU,47.6104,18.5107,2,44.43,22.21
Bajót,Komárom-Esztergom,HU,47.7278,18.5559,2,26.91,13.45
Ácsteszér,Komárom-Esztergom,HU,47.4053,18.0062,2,48.77,24.38
Bana,Komárom-Esztergom,HU,47.6517,17.9218,2,106.52,53.26
Mocsa,Komárom-Esztergom,HU,47.67,18.185,2,69.48,34.74
Dobronín,Kraj Vysočina,CZ,49.4794487,15.6491863,2,167.02,83.51
Božejov,Kraj Vysočina,CZ,49.3607335,15.1552142,2,36.38,18.19
Studenec,Kraj Vysočina,CZ,49.1914566,16.0563532,2,23.22,11.61
Nová Říše,Kraj Vysočina,CZ,49.1394136,15.5622878,2,57.83,28.92
Svratka,Kraj Vysočina,CZ,49.7043462,16.0431181,2,32.59,16.29
Jimramov,Kraj Vysočina,CZ,49.6297775,16.2125399,2,76.07,38.04
Dolní Vilémovice,Kraj Vysočina,CZ,49.153811,15.9692924,2,83.09,41.55
Vilémov,Kraj Vysočina,CZ,49.8118351,15.533481,2,30.03,15.02
Vladislav,Kraj Vysočina,CZ,49.2095836,15.9845681,2,111.96,55.98
Vyskytná nad Jihlavou,Kraj Vysočina,CZ,49.4166581,15.5068485,2,104.38,52.19
Stonařov,Kraj Vysočina,CZ,49.2805862,15.5824068,2,65.37,32.68
Přibyslav,Kraj Vysočina,CZ,49.5842921,15.7267327,2,77.86,38.93
Stařeč,Kraj Vysočina,CZ,49.1883247,15.8059224,2,124.91,62.46
Rynárec,Kraj Vysočina,CZ,49.3880075,15.2337981,2,35.05,17.52
Řehořov,Kraj Vysočina,CZ,49.397112,15.7883119,2,77.17,38.59
Dolní Cerekev,Kraj Vysočina,CZ,49.3451186,15.4534814,2,163.67,81.84
Předín,Kraj Vysočina,CZ,49.205536,15.6782001,2,68.89,34.44
Sázavka,Kraj Vysočina,CZ,49.7334482,15.411219,2,84.07,42.03
Březník,Kraj Vysočina,CZ,49.1703071,16.1936717,2,49.41,24.7
Nepolisy,Královéhradecký kraj,CZ,50.192295,15.4626595,2,109.87,54.94
Pilníkov,Královéhradecký kraj,CZ,50.5336326,15.8190475,2,92.56,46.28
Nová Paka,Královéhradecký kraj,CZ,50.4893262,15.5146568,2,79.7,39.85
Skřivany,Královéhradecký kraj,CZ,50.2668546,15.4990662,2,18.78,9.39
Hostinné,Královéhradecký kraj,CZ,50.5392606,15.7104886,2,226.98,113.49
Lukavice u Rychnova nad Kněžnou,Královéhradecký kraj,CZ,50.1980103,16.2988008,2,42.37,21.18
Žacléř,Královéhradecký kraj,CZ,50.6630451,15.9066149,2,124.17,62.09
Svinná u Brocné,Královéhradecký kraj,CZ,50.2405285,16.2920954,2,200.98,100.49
Špindlerův Mlýn,Královéhradecký kraj,CZ,50.7215748,15.6023253,2,120.34,60.17
Předměřice nad Labem,Královéhradecký kraj,CZ,50.2612264,15.8166878,2,27.19,13.59
Libňatov,Královéhradecký kraj,CZ,50.4824718,16.0001787,2,28.32,14.16
Dolní Radechová,Královéhradecký kraj,CZ,50.4368616,16.15273,2,101.81,50.91
Opočno,Královéhradecký kraj,CZ,50.26907,16.1081434,2,339.04,169.52
Osice,Královéhradecký kraj,CZ,50.144505,15.6852834,2,66.66,33.33
Rychnov u Jablonce nad Nisou,Liberecký kraj,CZ,50.6816831,15.1548105,2,69.03,34.52
Benešov u Semil,Liberecký kraj,CZ,50.6024504,15.3692161,2,30.25,15.13
Harrachov,Liberecký kraj,CZ,50.7753882,15.4256465,2,28.85,14.43
Volfartice,Liberecký kraj,CZ,50.7343727,14.4515165,2,66.54,33.27
Hlavice,Liberecký kraj,CZ,50.6375754,14.9437575,2,55.36,27.68
Doksy,Liberecký kraj,CZ,50.5929565,14.6328661,2,34.56,17.28
Bozkov,Liberecký kraj,CZ,50.6385519,15.3375693,2,27.36,13.68
Horní Police,Liberecký kraj,CZ,50.7040426,14.4052042,2,101.86,50.93
Dubnice,Liberecký kraj,CZ,50.7264277,14.8088285,2,42.18,21.09
Alšovice,Liberecký kraj,CZ,50.6866173,15.2299201,2,73.59,36.79
Jablonec nad Nisou,Liberecký kraj,CZ,50.7430941,15.1490257,2,213.98,106.99
Jablonec nad Nisou,Liberecký kraj,CZ,50.7299469,15.1260176,2,115.12,57.56
Košťálov,Liberecký kraj,CZ,50.5727377,15.3996442,2,84.3,42.15
Benecko,Liberecký kraj,CZ,50.667837,15.5523653,2,67.88,33.94
Jablonec nad Nisou,Liberecký kraj,CZ,50.7092613,15.1734752,2,97.76,48.88
Nová Ves nad Nisou,Liberecký kraj,CZ,50.724057,15.2144927,2,75.44,37.72
Morávka,Moravskoslezský kraj,CZ,49.5913503,18.4982196,2,57.31,28.65
Ostravice,Moravskoslezský kraj,CZ,49.5419496,18.3871802,2,43.4,21.7
Ryžoviště,Moravskoslezský kraj,CZ,49.8862269,17.335269,2,33.79,16.89
Sedlnice,Moravskoslezský kraj,CZ,49.6585398,18.0883646,2,108.65,54.33
Chuchelná,Moravskoslezský kraj,CZ,49.9934974,18.1055552,2,32.83,16.42
Ostrava,Moravskoslezský kraj,CZ,49.8586135,18.1472962,2,105.96,52.98
Velké Albrechtice,Moravskoslezský kraj,CZ,49.7501385,18.0423897,2,90.84,45.42
Horní Lhota,Moravskoslezský kraj,CZ,49.8509483,18.066154,2,54.1,27.05
Darkovice,Moravskoslezský kraj,CZ,49.9363809,18.2232153,2,64.76,32.38
Horní Bludovice,Moravskoslezský kraj,CZ,49.7476072,18.4382509,2,116.13,58.07
Písek,Moravskoslezský kraj,CZ,49.5601385,18.8020227,2,133.18,66.59
Rybí,Moravskoslezský kraj,CZ,49.5991621,18.0748651,2,61.14,30.57
Litultovice,Moravskoslezský kraj,CZ,49.896842,17.7154651,2,50.89,25.45
Krmelín,Moravskoslezský kraj,CZ,49.7317901,18.2311551,2,86.74,43.37
Město Albrechtice,Moravskoslezský kraj,CZ,50.1643945,17.5622178,2,79.36,39.68
Ostrava,Moravskoslezský kraj,CZ,49.8522671,18.1820811,2,120.88,60.44
Slavkov,Moravskoslezský kraj,CZ,49.9210177,17.8418284,2,44.03,22.02
Dolní Lhota,Moravskoslezský kraj,CZ,49.8419878,18.0913539,2,92.27,46.14
Kobeřice,Moravskoslezský kraj,CZ,49.98485,18.0524648,2,46.17,23.09
Horní Životice,Moravskoslezský kraj,CZ,49.9646379,17.6296064,2,11.57,5.78
Bohumín,Moravskoslezský kraj,CZ,49.8878113,18.3710826,2,55.29,27.64
Veřovice,Moravskoslezský kraj,CZ,49.5374392,18.1192159,2,118.56,59.28
Melč,Moravskoslezský kraj,CZ,49.8499752,17.7661532,2,78.42,39.21
Ostrava,Moravskoslezský kraj,CZ,49.8732629,18.2582827,2,63.62,31.81
Březová u Vítkova,Moravskoslezský kraj,CZ,49.7889261,17.8704774,2,41.49,20.75
Bílčice,Moravskoslezský kraj,CZ,49.8594203,17.5532137,2,107.4,53.7
Frýdek-Místek,Moravskoslezský kraj,CZ,49.6597888,18.2865561,2,51.21,25.6
Sudice,Moravskoslezský kraj,CZ,50.0272476,18.0627222,2,132.91,66.45
Tichá,Moravskoslezský kraj,CZ,49.5667515,18.2212961,2,65.19,32.6
Stará Ves nad Ondřejnicí,Moravskoslezský kraj,CZ,49.7242546,18.1895715,2,22.5,11.25
Spálov,Moravskoslezský kraj,CZ,49.7041096,17.7214158,2,71.31,35.66
Staříč,Moravskoslezský kraj,CZ,49.686715,18.2761865,2,21.42,10.71
Szügy,Nógrád,HU,48.0353,19.3253,2,40.65,20.32
Magyargéc,Nógrád,HU,48.083,19.6026,2,41.27,20.64
Karancslapujtő,Nógrád,HU,48.15,19.7333,2,68.32,34.16
Mátramindszent,Nógrád,HU,47.9856,19.9402,2,127.7,63.85
Herencsény,Nógrád,HU,47.9783,19.4761,2,105.28,52.64
Keszeg,Nógrád,HU,47.8385,19.2461,2,71.73,35.87
"Nőtincs, Ősagárd",Nógrád,HU,47.87195,19.16885,2,56.99,28.49
Mohora,Nógrád,HU,47.9923,19.3357,2,43.7,21.85
Mátraverebély,Nógrád,HU,47.9742,19.7805,2,21.64,10.82
Palotás,Nógrád,HU,47.7953,19.5962,2,27.56,13.78
Mikulovice,Olomoucký kraj,CZ,50.2947501,17.308432,2,96.41,48.21
Grygov,Olomoucký kraj,CZ,49.5363261,17.3095174,2,134.36,67.18
Prostějov,Olomoucký kraj,CZ,49.4785451,17.145373,2,49.4,24.7
Osek nad Bečvou,Olomoucký kraj,CZ,49.5102458,17.5266811,2,103.53,51.76
Klokočí,Olomoucký kraj,CZ,49.5549869,17.6802538,2,111.73,55.86
Dubicko,Olomoucký kraj,CZ,49.8279867,16.956313,2,102.02,51.01
Náklo,Olomoucký kraj,CZ,49.6679974,17.1358944,2,44.94,22.47
Držovice,Olomoucký kraj,CZ,49.4902217,17.131,2,148.96,74.48
Libina,Olomoucký kraj,CZ,49.8775768,17.0845758,2,113.39,56.7
Zlaté Hory,Olomoucký kraj,CZ,50.2538836,17.3756821,2,132.22,66.11
Lešany u Prostějova,Olomoucký kraj,CZ,49.4989944,17.0239106,2,129.6,64.8
Mrsklesy na Moravě,Olomoucký kraj,CZ,49.6151327,17.3966902,2,144.45,72.23
Olšany u Prostějova,Olomoucký kraj,CZ,49.5356397,17.1647914,2,49.56,24.78
Smržice,Olomoucký kraj,CZ,49.5043489,17.103111,2,72.8,36.4
Skorošice,Olomoucký kraj,CZ,50.3207302,17.0849548,2,69.94,34.97
Dolní Studénky,Olomoucký kraj,CZ,49.937847,16.9777524,2,31.74,15.87
Skalička,Olomoucký kraj,CZ,49.5159237,17.7957594,2,143.65,71.82
Hněvotín,Olomoucký kraj,CZ,49.5720302,17.1787185,2,107.39,53.7
Ruda nad Moravou,Olomoucký kraj,CZ,49.9837467,16.8844086,2,150.7,75.35
Rapotín,Olomoucký kraj,CZ,50.0071171,17.0290884,2,45.79,22.89
Kamenná,Olomoucký kraj,CZ,49.8642689,17.0242422,2,34.88,17.44
Troubky,Olomoucký kraj,CZ,49.4291303,17.3479099,2,53.96,26.98
Oskava,Olomoucký kraj,CZ,49.9032562,17.1346034,2,76.82,38.41
Dřevohostice,Olomoucký kraj,CZ,49.4233711,17.599688,2,213.0,106.5
Chrudim,Pardubický kraj,CZ,49.9400909,15.7996234,2,80.38,40.19
Krouna,Pardubický kraj,CZ,49.7777908,16.0327771,2,34.05,17.03
Jedlová,Pardubický kraj,CZ,49.6571225,16.3222679,2,60.46,30.23
Březová nad Svitavou,Pardubický kraj,CZ,49.6474693,16.5178043,2,46.05,23.02
Těchonín,Pardubický kraj,CZ,50.0664155,16.6196523,2,21.91,10.95
Svojšice u Choltic,Pardubický kraj,CZ,49.9662132,15.6040484,2,105.09,52.54
Čeperka,Pardubický kraj,CZ,50.1348572,15.7622951,2,85.07,42.54
Brněnec,Pardubický kraj,CZ,49.6224924,16.5158092,2,75.93,37.97
Řečany nad Labem,Pardubický kraj,CZ,50.0357841,15.4798182,2,75.69,37.85
Sloupnice,Pardubický kraj,CZ,49.9231187,16.3178974,2,35.53,17.77
Chroustovice,Pardubický kraj,CZ,49.957323,16.0144115,2,45.54,22.77
Horní Jelení,Pardubický kraj,CZ,50.0475763,16.0846266,2,67.62,33.81
Ústí nad Orlicí,Pardubický kraj,CZ,49.9607839,16.4062865,2,61.09,30.55
Horní Roveň,Pardubický kraj,CZ,50.0253317,15.9853979,2,79.58,39.79
Seč,Pardubický kraj,CZ,49.8674781,15.6234611,2,45.12,22.56
Prachovice,Pardubický kraj,CZ,49.8927945,15.6258321,2,35.55,17.77
Zderaz,Pardubický kraj,CZ,49.8165561,16.1068204,2,41.53,20.76
Jamné nad Orlicí,Pardubický kraj,CZ,50.0359177,16.6124449,2,18.79,9.39
Szigetszentmárton,Pest,HU,47.2285,18.9604,2,26.02,13.01
Dánszentmiklós,Pest,HU,47.2149,19.547,2,43.21,21.6
Bag,Pest,HU,47.6333,19.4833,2,188.97,94.49
Törtel,Pest,HU,47.1221,19.9371,2,160.21,80.11
Herceghalom,Pest,HU,47.5031,18.7506,2,25.71,12.85
Tök,Pest,HU,47.5686,18.7315,2,46.29,23.15
Mende,Pest,HU,47.4313,19.4563,2,49.11,24.56
Szigetmonostor,Pest,HU,47.6867,19.1059,2,50.99,25.49
Pusztazámor,Pest,HU,47.4038,18.7802,2,87.92,43.96
Szokolya,Pest,HU,47.8677,19.0071,2,85.53,42.77
Tápiószecső,Pest,HU,47.45,19.6092,2,177.7,88.85
Perbál,Pest,HU,47.5896,18.761,2,41.74,20.87
Pusztavacs,Pest,HU,47.1716,19.4992,2,33.89,16.94
Váchartyán,Pest,HU,47.7221,19.2625,2,49.41,24.71
Kismaros,Pest,HU,47.8374,19.0046,2,23.46,11.73
Szob,Pest,HU,47.8192,18.8702,2,92.58,46.29
Püspökhatvan,Pest,HU,47.7758,19.3628,2,52.1,26.05
Farmos,Pest,HU,47.3607,19.8462,2,31.79,15.9
Hernád,Pest,HU,47.1624,19.433,2,88.64,44.32
Aszód,Pest,HU,47.6517,19.4785,2,33.6,16.8
Jászkarajenő,Pest,HU,47.05,20.0667,2,24.36,12.18
Áporka,Pest,HU,47.2333,19.0167,2,58.37,29.18
Meclov,Plzeňský kraj,CZ,49.5052132,12.8813982,2,99.2,49.6
Pernarec,Plzeňský kraj,CZ,49.8283404,13.1015875,2,49.14,24.57
Přimda,Plzeňský kraj,CZ,49.6683243,12.6426156,2,118.47,59.23
Kladruby,Plzeňský kraj,CZ,49.7148085,12.9826286,2,109.39,54.7
Blatnice u Nýřan,Plzeňský kraj,CZ,49.7208877,13.1578776,2,73.42,36.71
Dolní Lukavice,Plzeňský kraj,CZ,49.6023346,13.3424552,2,146.63,73.32
Heřmanova Huť,Plzeňský kraj,CZ,49.7139222,13.0883565,2,86.94,43.47
Bělá nad Radbuzou,Plzeňský kraj,CZ,49.5916476,12.7127093,2,101.39,50.7
Horní Bělá,Plzeňský kraj,CZ,49.8896102,13.2725261,2,79.91,39.96
Stod,Plzeňský kraj,CZ,49.6410827,13.1553421,2,64.82,32.41
Plešnice,Plzeňský kraj,CZ,49.7823942,13.1830185,2,153.89,76.94
Koloveč,Plzeňský kraj,CZ,49.4789548,13.1073748,2,121.19,60.59
Úněšov,Plzeňský kraj,CZ,49.9040915,13.1101736,2,106.17,53.09
Staré Sedliště,Plzeňský kraj,CZ,49.7479432,12.6932289,2,98.71,49.36
Kolinec,Plzeňský kraj,CZ,49.2987696,13.4216835,2,39.47,19.74
Kercseliget,Somogy,HU,46.3291,18.0647,2,79.29,39.64
Tarany,Somogy,HU,46.1784,17.3044,2,11.97,5.98
Mezőcsokonya,Somogy,HU,46.4335,17.6463,2,64.09,32.05
Csököly,Somogy,HU,46.299,17.5537,2,20.44,10.22
Hács,Somogy,HU,46.6465,17.6878,2,20.47,10.24
Balatonszemes,Somogy,HU,46.8097,17.7805,2,65.63,32.82
Lábod,Somogy,HU,46.2054,17.4542,2,164.75,82.37
Segesd,Somogy,HU,46.3414,17.3513,2,26.53,13.27
Berzence,Somogy,HU,46.2091,17.1481,2,24.33,12.17
Přerov nad Labem,Středočeský kraj,CZ,50.1588253,14.8320124,2,67.91,33.96
Zbraslavice,Středočeský kraj,CZ,49.815315,15.1866822,2,147.84,73.92
Sedlec-Prčice,Středočeský kraj,CZ,49.5689371,14.5332128,2,81.93,40.96
Vestec u Prahy,Středočeský kraj,CZ,49.9835377,14.5029031,2,181.23,90.62
Hudlice,Středočeský kraj,CZ,49.9719497,13.9562332,2,120.16,60.08
Čachovice,Středočeský kraj,CZ,50.2699799,14.9479162,2,106.7,53.35
Lužná u Rakovníka,Středočeský kraj,CZ,50.1287848,13.7726649,2,69.77,34.88
Chocnějovice,Středočeský kraj,CZ,50.5767973,14.9659299,2,184.32,92.16
Předboj,Středočeský kraj,CZ,50.2318026,14.4863072,2,74.64,37.32
Kostelní Hlavno,Středočeský kraj,CZ,50.2527056,14.6942371,2,129.04,64.52
Řisuty,Středočeský kraj,CZ,50.2240839,13.9894869,2,26.3,13.15
Libouň,Středočeský kraj,CZ,49.6319932,14.8309514,2,45.16,22.58
Samopše,Středočeský kraj,CZ,49.8586701,14.9235276,2,111.93,55.97
Nová Ves,Středočeský kraj,CZ,50.3052155,14.3150446,2,93.41,46.71
Tupadly,Středočeský kraj,CZ,50.4399542,14.4780185,2,75.25,37.63
Hýskov,Středočeský kraj,CZ,49.9924594,14.0494831,2,20.1,10.05
Vojkovice,Středočeský kraj,CZ,50.2900437,14.3773721,2,44.14,22.07
Stříbrná Skalice,Středočeský kraj,CZ,49.8949096,14.852272,2,131.62,65.81
Spomyšl,Středočeský kraj,CZ,50.338984,14.351236,2,96.22,48.11
Vrbice,Středočeský kraj,CZ,50.1744089,15.2387905,2,83.64,41.82
Křinec,Středočeský kraj,CZ,50.2635182,15.1329546,2,121.17,60.59
Buštěhrad,Středočeský kraj,CZ,50.1540786,14.1900316,2,110.42,55.21
Štěchovice,Středočeský kraj,CZ,49.8508101,14.3952328,2,106.83,53.41
Kamenné Žehrovice,Středočeský kraj,CZ,50.1126062,14.0150858,2,62.73,31.36
Lázně Toušeň,Středočeský kraj,CZ,50.1684009,14.7140714,2,36.37,18.18
Poříčí nad Sázavou,Středočeský kraj,CZ,49.8361328,14.6794789,2,136.0,68.0
Obříství,Středočeský kraj,CZ,50.2944463,14.4766181,2,39.19,19.6
Řitka,Středočeský kraj,CZ,49.8945515,14.2948005,2,28.8,14.4
Kouřim,Středočeský kraj,CZ,50.0021172,14.9768261,2,27.95,13.97
Třebotov,Středočeský kraj,CZ,49.9783065,14.2997114,2,34.26,17.13
Káraný,Středočeský kraj,CZ,50.178525,14.7394484,2,88.61,44.31
Církvice,Středočeský kraj,CZ,49.9473473,15.3376216,2,82.56,41.28
Višňová,Středočeský kraj,CZ,49.7029123,14.1442376,2,72.98,36.49
Vrdy,Středočeský kraj,CZ,49.9231463,15.4648397,2,31.74,15.87
Chotýšany,Středočeský kraj,CZ,49.7436186,14.8152632,2,60.68,30.34
Libice nad Cidlinou,Středočeský kraj,CZ,50.130592,15.1927297,2,70.04,35.02
Cerhovice,Středočeský kraj,CZ,49.8479458,13.8370616,2,68.33,34.17
Mšeno,Středočeský kraj,CZ,50.4375597,14.6384772,2,66.72,33.36
Krakovany,Středočeský kraj,CZ,50.0618537,15.3750231,2,88.01,44.0
Borek nad Labem,Středočeský kraj,CZ,50.2074959,14.6552412,2,97.17,48.59
Tachlovice,Středočeský kraj,CZ,50.005868,14.2492364,2,64.96,32.48
Velim,Středočeský kraj,CZ,50.0634115,15.1154727,2,79.53,39.77
Plaňany,Středočeský kraj,CZ,50.0498638,15.0293873,2,59.66,29.83
Horní Počaply,Středočeský kraj,CZ,50.4218099,14.3957639,2,58.87,29.44
Tupadly u Čáslavi,Středočeský kraj,CZ,49.8687842,15.4095427,2,54.7,27.35
Obecnice,Středočeský kraj,CZ,49.7143228,13.9452082,2,32.32,16.16
Zájezd,Středočeský kraj,CZ,50.1752788,14.19999,2,106.38,53.19
Kozárovice,Středočeský kraj,CZ,49.5510549,14.1002624,2,105.01,52.51
Tuchlovice,Středočeský kraj,CZ,50.1377849,13.99524,2,31.41,15.71
Semčice,Středočeský kraj,CZ,50.3700051,15.014892,2,103.92,51.96
Střemy,Středočeský kraj,CZ,50.3848738,14.5805475,2,94.51,47.26
Loděnice,Středočeský kraj,CZ,49.9982898,14.1565026,2,57.53,28.76
Konárovice,Středočeský kraj,CZ,50.0413633,15.2791023,2,45.89,22.95
Kutná Hora,Středočeský kraj,CZ,49.963439,15.2887571,2,116.37,58.18
Zduchovice,Středočeský kraj,CZ,49.6416483,14.2007449,2,81.93,40.97
