"city","region","country_code","latitude","longitude","order_count","total_revenue","aov"
Kuraľany,"",SK,47.9726335,18.5549658,1,15.79,15.79
Hlboké,"",SK,48.6583633,17.4052919,1,51.73,51.73
067 82,"",SK,48.9543426,22.0545444,1,50.16,50.16
Jelšava,"",SK,48.6337245,20.2424901,1,30.74,30.74
Klenová,"",SK,48.95363,22.3333664,1,29.96,29.96
Pastuchov,"",SK,48.4235898,17.8784798,1,29.92,29.92
Plešivec,"",SK,48.5523174,20.4233208,1,21.11,21.11
Ňárad,"",SK,47.829284,17.6154318,1,19.04,19.04
Stará Lehota,"",SK,48.6478443,17.9374312,1,36.62,36.62
Bystrany,"",SK,48.9494373,20.7577446,1,13.24,13.24
Ábelová,"",SK,48.4094822,19.4411981,1,9.58,9.58
Pata,"",SK,48.2772276,17.8234683,1,109.39,109.39
Lukovištia,"",SK,48.4898768,20.0112125,1,24.66,24.66
Bratislava,"",SK,48.1720631,17.0899806,1,14.99,14.99
Pozba,"",SK,48.1148901,18.385774,1,12.41,12.41
985 52,"",SK,48.4436591,19.5424216,1,90.36,90.36
Oborín,"",SK,48.5460397,21.8927137,1,45.25,45.25
Kľačany,"",SK,48.3896653,17.8726125,1,44.88,44.88
966 21,"",SK,48.5692577,18.8076624,1,30.85,30.85
Porúbka,"",SK,48.7351702,22.2564831,1,21.58,21.58
Becherov,"",SK,49.4207461,21.3122006,1,19.96,19.96
Vlčkovce,"",SK,48.3100144,17.6535298,1,71.49,71.49
Jedľové Kostoľany,"",SK,48.4745357,18.4983815,1,36.66,36.66
Tekovské Nemce,"",SK,48.3572824,18.5302975,1,22.36,22.36
Devičany,"",SK,48.32381,18.7034074,1,14.96,14.96
Solčany,"",SK,48.5369898,18.1993245,1,8.29,8.29
Dubník,"",SK,47.9558171,18.3966837,1,271.03,271.03
Sokoľany,"",SK,48.615729,21.2322973,1,49.25,49.25
Toporec,"",SK,49.2658764,20.4912846,1,30.7,30.7
Košická Belá,"",SK,48.8135605,21.0889757,1,24.04,24.04
Budča,"",SK,48.5740369,19.0673369,1,18.5,18.5
Selec,"",SK,48.7856998,17.9907661,1,16.04,16.04
Ozdín,"",SK,48.4611679,19.7118939,1,10.75,10.75
951 82,"",SK,48.3114094,18.3995286,1,8.29,8.29
Pohronská Polhora,"",SK,48.7550358,19.8017082,1,37.41,37.41
Kuklov,"",SK,48.6403665,17.0678997,1,17.46,17.46
Štrba,"",SK,49.1237378,20.0640563,1,14.92,14.92
Roštár,"",SK,48.6930397,20.3390298,1,11.2,11.2
Bukovec,"",SK,48.7007479,17.4979366,1,9.12,9.12
Bratislava,"",SK,48.1295656,17.1732329,1,96.04,96.04
Prievaly,"",SK,48.5577879,17.3480864,1,42.67,42.67
Priepasné,"",SK,48.6817252,17.5938191,1,31.5,31.5
Praha,"",CZ,50.1474713,14.5811014,1,24.76,24.76
Buzitka,"",SK,48.3075504,19.8095928,1,16.62,16.62
Lok,"",SK,48.1831712,18.460795,1,13.71,13.71
Vojany,"",SK,48.5562513,21.9736567,1,7.08,7.08
Závadka nad Hronom,"",SK,48.850944,19.9140596,1,26.2,26.2
Smolinské,"",SK,48.6761989,17.1287152,1,25.37,25.37
Ružomberok,"",SK,49.0901785,19.2594563,1,15.38,15.38
Budiná,"",SK,48.4464089,19.482969,1,11.58,11.58
Vojka nad Dunajom,"",SK,47.9609495,17.4006361,1,185.12,185.12
Brvnište,"",SK,49.2068289,18.4304366,1,57.05,57.05
Jenkovce,"",SK,48.6542567,22.2107514,1,27.83,27.83
Dolné Dubové,"",SK,48.4926222,17.6074094,1,12.33,12.33
Spišská Stará Ves,"",SK,49.3829393,20.3628014,1,9.58,9.58
Valča,"",SK,49.0040671,18.8388411,1,7.46,7.46
Hronský Beňadik,"",SK,48.3437441,18.5571936,1,2.46,2.46
Rybník,"",SK,48.2933673,18.5608827,1,30.37,30.37
Papín,"",SK,49.0780116,22.0664344,1,10.42,10.42
Šuňava,"",SK,49.0299315,20.0891426,1,29.91,29.91
Popudinské Močidľany,"",SK,48.785365,17.2210696,1,19.84,19.84
Sebedražie,"",SK,48.7302124,18.6247231,1,24.91,24.91
Žilina,"",SK,49.2558765,18.7561464,1,23.64,23.64
Šajdíkove Humence,"",SK,48.655115,17.2847477,1,19.96,19.96
Lovinobaňa,"",SK,48.428719,19.5943794,1,51.88,51.88
Zubák,"",SK,49.1496139,18.2093582,1,50.12,50.12
Čirč,"",SK,49.2862524,20.9300502,1,33.51,33.51
Rimavská Baňa,"",SK,48.510484,19.926485,1,4.12,4.12
Podhorany,"",SK,48.3849993,18.1192246,1,40.2,40.2
Hrochoť,"",SK,48.6562099,19.3135857,1,19.54,19.54
Lúky,"",SK,49.1954416,18.23283,1,13.63,13.63
Košecké Podhradie,"",SK,48.9729572,18.3158707,1,38.14,38.14
Tŕnie,"",SK,48.6066611,19.0326771,1,19.49,19.49
Praha,"",CZ,50.1077194,14.5357947,1,14.07,14.07
Zlatná na Ostrove,"",SK,47.7710686,17.9720527,1,12.46,12.46
Včelince,"",SK,48.3819487,20.3162605,1,131.28,131.28
Vígľaš,"",SK,48.5552162,19.2961762,1,69.25,69.25
Štôla,"",SK,49.0942712,20.1399051,1,58.08,58.08
Vysoké Tatry,"",SK,49.1277642,20.2460105,1,50.03,50.03
Borinka,"",SK,48.2633335,17.0852019,1,46.1,46.1
Sklené Teplice,"",SK,48.5230924,18.8554004,1,27.92,27.92
Dubová,"",SK,48.3668326,17.3378008,1,27.3,27.3
Zemplínska Nová Ves,"",SK,48.5698629,21.6654169,1,25.34,25.34
Valaská Belá,"",SK,48.8930656,18.3974661,1,19.74,19.74
Lakšárska Nová Ves,"",SK,48.5768529,17.1805844,1,18.22,18.22
Vysoké Tatry,"",SK,49.1379621,20.2164569,1,10.37,10.37
Dolná Mariková,"",SK,49.2021231,18.3587537,1,45.62,45.62
Kálnica,"",SK,48.7590619,17.9274414,1,39.04,39.04
Zbyňov,"",SK,49.1188957,18.6488507,1,27.41,27.41
Drahňov,"",SK,48.5929124,21.9673307,1,20.79,20.79
Ohradzany,"",SK,48.991858,21.8478267,1,24.96,24.96
Horovce,"",SK,49.0555065,18.2455802,1,7.79,7.79
Hajná Nová Ves,"",SK,48.5305781,18.0427789,1,98.9,98.9
Veľký Folkmar,"",SK,48.8536149,21.022972,1,39.85,39.85
Beckov,"",SK,48.7887144,17.8954012,1,35.58,35.58
Slatina nad Bebravou,"",SK,48.843193,18.2713895,1,31.12,31.12
Belá-Dulice,"",SK,49.0027799,18.9782908,1,30.29,30.29
Číž,"",SK,48.313287,20.280428,1,20.7,20.7
Suchohrad,"",SK,48.4070941,16.860935,1,17.37,17.37
980 45,"",SK,48.3453271,20.3451381,1,13.25,13.25
Virt,"",SK,47.7518347,18.3232911,1,46.41,46.41
Dolná Seč,"",SK,48.1849626,18.5549142,1,42.42,42.42
Vrbovce,"",SK,48.7977845,17.4609952,1,24.2,24.2
Bardoňovo,"",SK,48.1099563,18.4211057,1,16.21,16.21
Zlatá Idka,"",SK,48.7496517,21.0094086,1,124.62,124.62
Vyškovce,"",SK,49.254445,21.6741282,1,38.95,38.95
Haligovce,"",SK,49.3572948,20.4444535,1,37.62,37.62
Kendice,"",SK,48.917689,21.2424754,1,33.2,33.2
Farná,"",SK,48.0002682,18.5070343,1,21.05,21.05
Záriečie,"",SK,49.1766695,18.2524152,1,15.74,15.74
Nýrovce,"",SK,48.0356467,18.5566685,1,29.96,29.96
906 21,"",SK,48.729314,17.6154101,1,27.61,27.61
Letničie,"",SK,48.7173289,17.1679731,1,24.96,24.96
Sikenička,"",SK,47.9223327,18.6792366,1,19.66,19.66
Vinica,"",SK,48.1175765,19.122351,1,15.79,15.79
Kravany nad Dunajom,"",SK,47.7647262,18.4829413,1,10.79,10.79
Spišská Nová Ves,"",SK,48.9006067,20.5147266,1,10.79,10.79
Nižný Hrušov,"",SK,48.8092278,21.7719716,1,51.38,51.38
Vyšná Jablonka,"",SK,49.1425643,22.1178187,1,26.11,26.11
Hodejov,"",SK,48.3010402,19.9797074,1,15.75,15.75
Vozokany,"",SK,48.1046014,17.6875358,1,74.04,74.04
Malá Hradná,"",SK,48.7450252,18.1728911,1,67.75,67.75
Imeľ,"",SK,47.9030834,18.1428492,1,50.49,50.49
Veľké Turovce,"",SK,48.1141917,18.9454836,1,38.63,38.63
Pavlovce nad Uhom,"",SK,48.6173221,22.072521,1,29.92,29.92
Richnava,"",SK,48.9282367,20.9328663,1,9.96,9.96
Plavecké Podhradie,"",SK,48.4824817,17.26223,1,54.46,54.46
Pezinok,"",SK,48.2722461,17.2466148,1,54.08,54.08
Podhoroď,"",SK,48.8301675,22.3262888,1,24.08,24.08
Mankovce,"",SK,48.4322194,18.3378512,1,61.17,61.17
Čavoj,"",SK,48.8819772,18.4842963,1,55.67,55.67
991 27,"",SK,48.14534,19.1880655,1,31.08,31.08
Kamenica nad Hronom,"",SK,47.8373969,18.7582343,1,19.96,19.96
Bratislava,"",SK,48.1683548,17.1893552,1,16.58,16.58
Hruboňovo,"",SK,48.4464483,18.0252639,1,67.09,67.09
Lietava,"",SK,49.1705389,18.6719766,1,42.32,42.32
985 59,"",SK,48.358145,19.6546151,1,34.42,34.42
Dolný Lieskov,"",SK,49.0554509,18.4190417,1,20.79,20.79
Liptovský Mikuláš,"",SK,49.1003705,19.5878525,1,20.29,20.29
Košarovce,"",SK,49.0399416,21.777908,1,62.62,62.62
Žalobín,"",SK,48.9699917,21.7286068,1,19.46,19.46
Dobrá Voda,"",SK,48.5976003,17.5369747,1,17.29,17.29
991 11,"",SK,48.0773508,19.1433943,1,9.87,9.87
Lipovce,"",SK,49.047878,20.9440071,1,28.37,28.37
Bzince pod Javorinou,"",SK,48.8020178,17.7565697,1,13.21,13.21
Vrícko,"",SK,48.9700584,18.7044291,1,52.46,52.46
Nižný Mirošov,"",SK,49.3655401,21.4807927,1,40.25,40.25
Prakovce,"",SK,48.8142532,20.9039987,1,30.8,30.8
076 53,"",SK,48.4729027,21.9279075,1,25.82,25.82
Bátovce,"",SK,48.2871529,18.7455482,1,21.62,21.62
Svätý Peter,"",SK,47.8439472,18.2589729,1,21.23,21.23
Šurianky,"",SK,48.42056,18.0224804,1,13.2,13.2
Vieska nad Žitavou,"",SK,48.3131051,18.3477916,1,9.92,9.92
Vyšný Hrušov,"",SK,48.9945585,22.0143285,1,5.37,5.37
Hnojné,"",SK,48.7709852,22.0731083,1,90.61,90.61
Považská Bystrica,"",SK,49.13873,18.4982798,1,43.98,43.98
Bratislava,"",SK,48.0537296,17.1651362,1,25.24,25.24
Kamenný Most,"",SK,47.8472217,18.6523505,1,56.08,56.08
Rimavské Brezovo,"",SK,48.5386517,19.9707959,1,29.45,29.45
Sokolce,"",SK,47.8576537,17.8278822,1,16.58,16.58
Radoma,"",SK,49.1899385,21.5519547,1,15.79,15.79
Čabiny,"",SK,49.2039257,21.8827474,1,13.29,13.29
Látky,"",SK,48.5835622,19.6432492,1,10.84,10.84
Vlachy,"",SK,49.0942228,19.4716428,1,10.79,10.79
Dolný Ohaj,"",SK,48.080253,18.2528523,1,90.26,90.26
Dlhá Ves,"",SK,48.5005212,20.4500629,1,75.1,75.1
Žabokreky nad Nitrou,"",SK,48.6233308,18.3004423,1,53.99,53.99
Lukáčovce,"",SK,48.3952691,17.9367429,1,34.08,34.08
Žakovce,"",SK,49.083019,20.3969377,1,28.7,28.7
Čerhov,"",SK,48.4638836,21.6462713,1,25.38,25.38
Veľké Slemence,"",SK,48.5106827,22.1406059,1,23.2,23.2
Zvolen,"",SK,48.5595124,19.147807,1,7.46,7.46
Zemplínska Teplica,"",SK,48.6458952,21.5721175,1,7.25,7.25
Mošovce,"",SK,48.9081031,18.8900806,1,6.84,6.84
Lysá pod Makytou,"",SK,49.1972385,18.1777026,1,16.62,16.62
Sihla,"",SK,48.6459355,19.6442735,1,10.04,10.04
Janík,"",SK,48.5641869,20.9614117,1,5.5,5.5
Praha,"",CZ,50.1012531,14.4492269,1,43.39,43.39
Spišský Hrušov,"",SK,48.9404815,20.7079467,1,42.41,42.41
919 03,"",SK,48.4654241,17.4313766,1,29.61,29.61
Prievidza,"",SK,48.7593194,18.5906031,1,25.75,25.75
Lukačovce,"",SK,49.029555,21.7948253,1,18.24,18.24
Nitrianske Sučany,"",SK,48.7323131,18.46844,1,16.87,16.87
"Ivándárda, Sárok, Lippó",Baranya,HU,45.8459,18.591033333333332,1,21.61,21.61
Baranyajenő,Baranya,HU,46.2727,18.0449,1,44.23,44.23
"Kisjakabfalva, Villány",Baranya,HU,45.8832,18.44375,1,21.99,21.99
"Lúzsok, Vejti, Piskó, Hirics, Besence, Páprád, Nagycsány, Vajszló",Baranya,HU,45.851037500000004,17.968775,1,40.62,40.62
"Drávasztára, Sellye, Drávaiványi, Sumony, Sósvertike, Marócsa",Baranya,HU,45.87745,17.846016666666667,1,16.78,16.78
"Bakonya, Kővágótöttös",Baranya,HU,46.0852,18.0831,1,31.02,31.02
Felsőszentmárton,Baranya,HU,45.8522,17.7,1,5.1,5.1
"Belvárdgyula, Birján",Baranya,HU,45.98545,18.403950000000002,1,6.12,6.12
"Magyartelek, Gyöngyfa, Kisasszonyfa, Magyarmecske, Gilvánfa",Baranya,HU,45.9425,17.9737,1,55.04,55.04
Bogád,Baranya,HU,46.0873,18.3231,1,18.4,18.4
Mágocs,Baranya,HU,46.35,18.2324,1,26.31,26.31
Hobol,Baranya,HU,46.0239,17.7765,1,51.06,51.06
"Pécsdevecser, Peterd, Újpetre, Kiskassa",Baranya,HU,45.9555,18.37625,1,43.64,43.64
"Dencsháza, Szentegát",Baranya,HU,45.9836,17.8308,1,22.38,22.38
Bár,Baranya,HU,46.0531,18.7164,1,133.42,133.42
"Kásád, Beremend",Baranya,HU,45.7847,18.415750000000003,1,10.98,10.98
"Katádfa, Bánfa, Rózsafa",Baranya,HU,46.00476666666666,17.879233333333335,1,14.68,14.68
Kétújfalu,Baranya,HU,45.9655,17.7121,1,6.67,6.67
"Abaliget, Husztót, Kovácsszénája",Baranya,HU,46.1601,18.103266666666666,1,91.63,91.63
"Markóc, Drávakeresztúr, Drávafok",Baranya,HU,45.86306666666667,17.764433333333333,1,1.68,1.68
"Pécsbagota, Szabadszentkirály, Velény, Gerde",Baranya,HU,45.9915,18.048875,1,2.34,2.34
Magyaregregy,Baranya,HU,46.2527,18.3119,1,19.45,19.45
"Tékes, Kisvaszar, Ág",Baranya,HU,46.281733333333335,18.1977,1,14.74,14.74
"Sásd, Vázsnok, Felsőegerszeg, Palé, Meződ, Varga, Oroszló",Baranya,HU,46.25587142857143,18.1151,1,20.04,20.04
"Kacsóta, Szentlőrinc, Csonkamindszent",Baranya,HU,46.04403333333334,17.969833333333334,1,20.64,20.64
"Villánykövesd, Ivánbattyán",Baranya,HU,45.8947,18.4217,1,67.89,67.89
"Bosta, Túrony, Bisse, Szilvás, Szalánta, Csarnóta",Baranya,HU,45.928133333333335,18.22608333333333,1,11.18,11.18
Orfű,Baranya,HU,46.1333,18.15,1,43.84,43.84
"Maráza, Geresdlak",Baranya,HU,46.09185,18.51845,1,19.43,19.43
Nagypall,Baranya,HU,46.1443,18.4558,1,42.03,42.03
Fazekasboda,Baranya,HU,46.1245,18.4842,1,35.57,35.57
"Hetvehely, Okorvölgy, Szentkatalin",Baranya,HU,46.153166666666664,18.050933333333333,1,43.3,43.3
"Szilágy, Pereked, Berkesd",Baranya,HU,46.0902,18.397566666666666,1,19.43,19.43
Garé,Baranya,HU,45.9174,18.1928,1,38.88,38.88
"Mecseknádasd, Ófalu, Óbánya",Baranya,HU,46.22216666666666,18.471166666666665,1,55.46,55.46
"Kisdobsza, Nagydobsza",Baranya,HU,46.0321,17.66035,1,6.48,6.48
Olaszliszka,Borsod-Abaúj-Zemplén,HU,48.25,21.4333,1,32.72,32.72
Mezőnagymihály,Borsod-Abaúj-Zemplén,HU,47.8167,20.7333,1,105.02,105.02
Sajólád,Borsod-Abaúj-Zemplén,HU,48.05,20.9,1,61.27,61.27
Tolcsva,Borsod-Abaúj-Zemplén,HU,48.2833,21.45,1,11.79,11.79
Taktaharkány,Borsod-Abaúj-Zemplén,HU,48.0833,21.1333,1,25.16,25.16
"Szegi, Szegilong",Borsod-Abaúj-Zemplén,HU,48.20835,21.39165,1,58.96,58.96
Izsófalva,Borsod-Abaúj-Zemplén,HU,48.3,20.6667,1,28.5,28.5
Ónod,Borsod-Abaúj-Zemplén,HU,48.0,20.9167,1,60.57,60.57
"Kiscsécs, Girincs",Borsod-Abaúj-Zemplén,HU,47.9667,21.0,1,25.0,25.0
Ináncs,Borsod-Abaúj-Zemplén,HU,48.2833,21.0667,1,8.78,8.78
Legyesbénye,Borsod-Abaúj-Zemplén,HU,48.1667,21.15,1,41.12,41.12
Borsodszentgyörgy,Borsod-Abaúj-Zemplén,HU,48.1833,20.2,1,21.02,21.02
"Varbóc, Perkupa",Borsod-Abaúj-Zemplén,HU,48.4667,20.674999999999997,1,52.18,52.18
Halmaj,Borsod-Abaúj-Zemplén,HU,48.25,21.0,1,48.3,48.3
"Lénárddaróc, Bükkmogyorósd, Csernely",Borsod-Abaúj-Zemplén,HU,48.14443333333333,20.366666666666667,1,32.9,32.9
Parasznya,Borsod-Abaúj-Zemplén,HU,48.1667,20.65,1,20.06,20.06
Bogács,Borsod-Abaúj-Zemplén,HU,47.9,20.5333,1,45.57,45.57
Sajóörös,Borsod-Abaúj-Zemplén,HU,47.95,21.0333,1,83.49,83.49
"Kelemér, Gömörszőlős",Borsod-Abaúj-Zemplén,HU,48.36665,20.4333,1,29.23,29.23
Vámosújfalu,Borsod-Abaúj-Zemplén,HU,48.2667,21.4667,1,13.02,13.02
"Szemere, Litka",Borsod-Abaúj-Zemplén,HU,48.45835,21.083350000000003,1,3.15,3.15
"Sajólászlófalva, Sajókápolna",Borsod-Abaúj-Zemplén,HU,48.19165,20.69165,1,50.14,50.14
"Lak, Szakácsi, Irota, Hegymeg",Borsod-Abaúj-Zemplén,HU,48.36665,20.87085,1,4.69,4.69
"Sajómercse, Sajóvelezd",Borsod-Abaúj-Zemplén,HU,48.25835,20.441699999999997,1,4.02,4.02
Kistokaj,Borsod-Abaúj-Zemplén,HU,48.05,20.85,1,82.83,82.83
Felsőzsolca,Borsod-Abaúj-Zemplén,HU,48.1,20.8667,1,1.3,1.3
Hejőkeresztúr,Borsod-Abaúj-Zemplén,HU,47.9667,20.8833,1,23.38,23.38
Méra,Borsod-Abaúj-Zemplén,HU,48.35,21.15,1,54.95,54.95
Vatta,Borsod-Abaúj-Zemplén,HU,47.9167,20.75,1,49.55,49.55
"Meszes, Szalonna",Borsod-Abaúj-Zemplén,HU,48.44165,20.775,1,33.72,33.72
Borsodnádasd,Borsod-Abaúj-Zemplén,HU,48.1167,20.25,1,21.24,21.24
Bánhorváti,Borsod-Abaúj-Zemplén,HU,48.2333,20.5167,1,19.0,19.0
Serényfalva,Borsod-Abaúj-Zemplén,HU,48.3167,20.4,1,11.2,11.2
Hét,Borsod-Abaúj-Zemplén,HU,48.2833,20.3833,1,31.89,31.89
Hangony,Borsod-Abaúj-Zemplén,HU,48.2333,20.2,1,42.62,42.62
Kesznyéten,Borsod-Abaúj-Zemplén,HU,47.9667,21.05,1,39.91,39.91
Kenézlő,Borsod-Abaúj-Zemplén,HU,48.2,21.5333,1,16.06,16.06
Bükkszentkereszt,Borsod-Abaúj-Zemplén,HU,48.0667,20.6333,1,7.76,7.76
Novajidrány,Borsod-Abaúj-Zemplén,HU,48.4,21.1833,1,30.06,30.06
Mezőzombor,Borsod-Abaúj-Zemplén,HU,48.15,21.2667,1,11.66,11.66
Bodroghalom,Borsod-Abaúj-Zemplén,HU,48.3,21.7167,1,7.44,7.44
"Hidvégardó, Bódvalenke, Becskeháza",Borsod-Abaúj-Zemplén,HU,48.54999999999999,20.8389,1,15.61,15.61
Tállya,Borsod-Abaúj-Zemplén,HU,48.2333,21.2333,1,27.36,27.36
Bekecs,Borsod-Abaúj-Zemplén,HU,48.15,21.1833,1,10.2,10.2
Alsóvadász,Borsod-Abaúj-Zemplén,HU,48.25,20.9167,1,7.55,7.55
Szomolya,Borsod-Abaúj-Zemplén,HU,47.9,20.5,1,37.89,37.89
Tard,Borsod-Abaúj-Zemplén,HU,47.8833,20.6167,1,19.84,19.84
Prügy,Borsod-Abaúj-Zemplén,HU,48.0833,21.25,1,18.46,18.46
Mezőkeresztes,Borsod-Abaúj-Zemplén,HU,47.8333,20.7,1,30.81,30.81
"Sima, Baskó, Abaújszántó",Borsod-Abaúj-Zemplén,HU,48.30553333333333,21.27776666666667,1,23.71,23.71
Alacska,Borsod-Abaúj-Zemplén,HU,48.2167,20.65,1,41.03,41.03
Tibolddaróc,Borsod-Abaúj-Zemplén,HU,47.9167,20.6333,1,24.96,24.96
Gesztely,Borsod-Abaúj-Zemplén,HU,48.1,20.9667,1,13.47,13.47
Tiszaladány,Borsod-Abaúj-Zemplén,HU,48.0667,21.4167,1,7.08,7.08
Nagycsécs,Borsod-Abaúj-Zemplén,HU,47.9667,20.95,1,7.46,7.46
Harsány,Borsod-Abaúj-Zemplén,HU,47.9667,20.75,1,13.86,13.86
Mezőcsát,Borsod-Abaúj-Zemplén,HU,47.8167,20.9167,1,9.19,9.19
Tázlár,Bács-Kiskun,HU,46.5482,19.5144,1,4.9,4.9
Uszód,Bács-Kiskun,HU,46.5701,18.9012,1,68.91,68.91
Dávod,Bács-Kiskun,HU,45.995,18.9172,1,96.55,96.55
Kunbaja,Bács-Kiskun,HU,46.0842,19.4208,1,45.04,45.04
Szabadszállás,Bács-Kiskun,HU,46.8758,19.2232,1,43.78,43.78
Petőfiszállás,Bács-Kiskun,HU,46.6218,19.8621,1,49.05,49.05
Felsőlajos,Bács-Kiskun,HU,47.0672,19.4971,1,41.25,41.25
Csólyospálos,Bács-Kiskun,HU,46.4184,19.8395,1,9.69,9.69
Dunapataj,Bács-Kiskun,HU,46.644,18.9963,1,34.59,34.59
Foktő,Bács-Kiskun,HU,46.5275,18.9193,1,14.02,14.02
Szakmár,Bács-Kiskun,HU,46.5554,19.0753,1,8.58,8.58
Tiszaalpár,Bács-Kiskun,HU,46.8128,19.9984,1,63.88,63.88
Csikéria,Bács-Kiskun,HU,46.1285,19.4713,1,39.94,39.94
Pálmonostora,Bács-Kiskun,HU,46.6242,19.9516,1,46.82,46.82
Dusnok,Bács-Kiskun,HU,46.3909,18.963,1,8.3,8.3
Nagybaracska,Bács-Kiskun,HU,46.0425,18.9059,1,37.74,37.74
Kéleshalom,Bács-Kiskun,HU,46.3654,19.2818,1,30.85,30.85
Nemesnádudvar,Bács-Kiskun,HU,46.3405,19.0512,1,64.11,64.11
Dunafalva,Bács-Kiskun,HU,46.0582,18.9587,1,4.31,4.31
Ágasegyháza,Bács-Kiskun,HU,46.8403,19.4521,1,41.07,41.07
Helvécia,Bács-Kiskun,HU,46.8366,19.6225,1,5.3,5.3
Apostag,Bács-Kiskun,HU,46.8821,18.9621,1,19.41,19.41
Kétegyháza,Békés,HU,46.5333,21.1833,1,13.94,13.94
Kardoskút,Békés,HU,46.4833,20.6667,1,20.43,20.43
Gerendás,Békés,HU,46.6,20.8667,1,15.33,15.33
Kamut,Békés,HU,46.7667,20.9833,1,13.45,13.45
Körösladány,Békés,HU,46.9667,21.0833,1,75.6,75.6
Dombiratos,Békés,HU,46.4167,21.1167,1,37.99,37.99
Csabaszabadi,Békés,HU,46.6833,21.0833,1,10.6,10.6
Almáskamarás,Békés,HU,46.4667,21.1,1,22.76,22.76
Méhkerék,Békés,HU,46.7833,21.45,1,11.4,11.4
Nagyszénás,Békés,HU,46.6833,20.6667,1,60.18,60.18
Battonya,Békés,HU,46.2833,21.0167,1,11.42,11.42
Telekgerendás,Békés,HU,46.65,20.9667,1,4.11,4.11
Derekegyház,Csongrád,HU,46.5833,20.3667,1,15.86,15.86
Dóc,Csongrád,HU,46.4378,20.1375,1,10.81,10.81
Mártély,Csongrád,HU,46.4886,20.232,1,166.01,166.01
Csengele,Csongrád,HU,46.5423,19.8636,1,19.04,19.04
Szatymaz,Csongrád,HU,46.3431,20.0402,1,3.92,3.92
Csanádpalota,Csongrád,HU,46.25,20.7333,1,19.02,19.02
Földeák,Csongrád,HU,46.3167,20.5,1,39.45,39.45
Ambrózfalva,Csongrád,HU,46.35,20.7333,1,54.84,54.84
Tiszasziget,Csongrád,HU,46.1747,20.1644,1,24.15,24.15
Fábiánsebestyén,Csongrád,HU,46.6833,20.4667,1,12.95,12.95
Felgyő,Csongrád,HU,46.6474,20.1053,1,101.52,101.52
Királyhegyes,Csongrád,HU,46.2667,20.6167,1,7.35,7.35
Baks,Csongrád,HU,46.543,20.1021,1,8.23,8.23
Kiszombor,Csongrád,HU,46.1833,20.4333,1,7.66,7.66
Dég,Fejér,HU,46.8681,18.4504,1,34.78,34.78
Sárosd,Fejér,HU,47.0427,18.6436,1,16.63,16.63
Seregélyes,Fejér,HU,47.1105,18.565,1,43.62,43.62
Kőszárhegy,Fejér,HU,47.0925,18.3456,1,24.15,24.15
Mezőkomárom,Fejér,HU,46.8259,18.2935,1,20.18,20.18
Lepsény,Fejér,HU,46.9904,18.2436,1,5.39,5.39
Pátka,Fejér,HU,47.2785,18.4878,1,39.02,39.02
Füle,Fejér,HU,47.0533,18.2484,1,44.16,44.16
Nádasdladány,Fejér,HU,47.1383,18.2397,1,21.22,21.22
Káloz,Fejér,HU,46.9546,18.4826,1,27.33,27.33
Vajta,Fejér,HU,46.7176,18.6657,1,40.54,40.54
Sárkeresztes,Fejér,HU,47.2548,18.3488,1,29.86,29.86
Magyaralmás,Fejér,HU,47.291,18.3265,1,49.13,49.13
Mezőszentgyörgy,Fejér,HU,46.992,18.282,1,5.46,5.46
Vál,Fejér,HU,47.3626,18.6793,1,18.36,18.36
Csősz,Fejér,HU,47.0376,18.415,1,14.7,14.7
Tordas,Fejér,HU,47.344,18.7525,1,38.74,38.74
Vértesboglár,Fejér,HU,47.4287,18.5248,1,7.07,7.07
Lajoskomárom,Fejér,HU,46.842,18.3376,1,22.03,22.03
Fehérvárcsurgó,Fejér,HU,47.2935,18.2646,1,75.21,75.21
Sárszentágota,Fejér,HU,46.9719,18.5659,1,24.53,24.53
Sárkeresztúr,Fejér,HU,47.0054,18.5439,1,15.67,15.67
Pusztavám,Fejér,HU,47.4295,18.2265,1,44.47,44.47
Szárliget,Fejér,HU,47.5158,18.4948,1,24.59,24.59
Fertőrákos,Győr-Moson-Sopron,HU,47.7202,16.6504,1,86.67,86.67
Mezőörs,Győr-Moson-Sopron,HU,47.5689,17.8824,1,10.4,10.4
Bágyogszovát,Győr-Moson-Sopron,HU,47.5844,17.3639,1,83.0,83.0
Pázmándfalu,Győr-Moson-Sopron,HU,47.5702,17.7856,1,35.59,35.59
Écs,Győr-Moson-Sopron,HU,47.5609,17.7067,1,23.56,23.56
Enese,Győr-Moson-Sopron,HU,47.6463,17.4233,1,6.48,6.48
Nagybajcs,Győr-Moson-Sopron,HU,47.7661,17.6886,1,37.61,37.61
Hegykő,Győr-Moson-Sopron,HU,47.6187,16.797,1,51.98,51.98
"Mérges, Rábacsécsény",Győr-Moson-Sopron,HU,47.59395,17.43355,1,11.4,11.4
Bőny,Győr-Moson-Sopron,HU,47.65,17.8698,1,18.98,18.98
"Bősárkány, Jánossomorja",Győr-Moson-Sopron,HU,47.7372,17.192999999999998,1,43.8,43.8
Farád,Győr-Moson-Sopron,HU,47.6063,17.2002,1,30.63,30.63
Egyházasfalu,Győr-Moson-Sopron,HU,47.4659,16.7647,1,8.03,8.03
Táp,Győr-Moson-Sopron,HU,47.52,17.8249,1,69.31,69.31
Ágfalva,Győr-Moson-Sopron,HU,47.6899,16.5166,1,40.16,40.16
